split,old_name,new_name,source_path,target_path,width,height,processor
style,style_0021.jpg,style_0011.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0021.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0011.png,960,960,binarize_style_image
style,style_0022.jpg,style_0012.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0022.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0012.png,960,960,binarize_style_image
style,style_0023.jpg,style_0013.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0023.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0013.png,960,960,binarize_style_image
style,style_0024.jpg,style_0014.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0024.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0014.png,960,960,binarize_style_image
style,style_0025.jpg,style_0015.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0025.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0015.png,960,960,binarize_style_image
style,style_0026.jpg,style_0016.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0026.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0016.png,960,960,binarize_style_image
style,style_0027.jpg,style_0017.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0027.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0017.png,960,960,binarize_style_image
style,style_0028.jpg,style_0018.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0028.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0018.png,960,960,binarize_style_image
style,style_0031.jpg,style_0019.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0031.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0019.png,960,960,binarize_style_image
style,style_0032.jpg,style_0020.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0032.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0020.png,960,960,binarize_style_image
style,style_0033.jpg,style_0021.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0033.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0021.png,960,960,binarize_style_image
style,style_0034.jpg,style_0022.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0034.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0022.png,960,960,binarize_style_image
style,style_0035.jpg,style_0023.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0035.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0023.png,960,960,binarize_style_image
style,style_0036.jpg,style_0024.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0036.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0024.png,960,960,binarize_style_image
style,style_0037.jpg,style_0025.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0037.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0025.png,960,960,binarize_style_image
style,style_0039.jpg,style_0026.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0039.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0026.png,960,960,binarize_style_image
style,style_0042.jpg,style_0027.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0042.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0027.png,960,960,binarize_style_image
style,style_0043.jpg,style_0028.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0043.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0028.png,960,960,binarize_style_image
style,style_0044.jpg,style_0029.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0044.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0029.png,960,960,binarize_style_image
style,style_0047.jpg,style_0030.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0047.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0030.png,960,960,binarize_style_image
style,style_0048.jpg,style_0031.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0048.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0031.png,960,960,binarize_style_image
style,style_0049.jpg,style_0032.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0049.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0032.png,960,960,binarize_style_image
style,style_0052.jpg,style_0033.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0052.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0033.png,960,960,binarize_style_image
style,style_0053.jpg,style_0034.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0053.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0034.png,960,960,binarize_style_image
style,style_0055.jpg,style_0035.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0055.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0035.png,960,960,binarize_style_image
style,style_0057.jpg,style_0036.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0057.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0036.png,960,960,binarize_style_image
style,style_0058.jpg,style_0037.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0058.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0037.png,960,960,binarize_style_image
style,style_0060.jpg,style_0038.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0060.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0038.png,960,960,binarize_style_image
style,style_0063.jpg,style_0039.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0063.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0039.png,960,960,binarize_style_image
style,style_0064.jpg,style_0040.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0064.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0040.png,960,960,binarize_style_image
style,style_0065.jpg,style_0041.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0065.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0041.png,960,960,binarize_style_image
style,style_0066.jpg,style_0042.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0066.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0042.png,960,960,binarize_style_image
style,style_0067.jpg,style_0043.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0067.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0043.png,960,960,binarize_style_image
style,style_0069.jpg,style_0044.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0069.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0044.png,960,960,binarize_style_image
style,style_0070.jpg,style_0045.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0070.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0045.png,960,960,binarize_style_image
style,style_0071.jpg,style_0046.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0071.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0046.png,960,960,binarize_style_image
style,style_0072.jpg,style_0047.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0072.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0047.png,960,960,binarize_style_image
style,style_0073.jpg,style_0048.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0073.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0048.png,960,960,binarize_style_image
style,style_0074.jpg,style_0049.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0074.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0049.png,960,960,binarize_style_image
style,style_0075.jpg,style_0050.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0075.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0050.png,960,960,binarize_style_image
style,style_0077.jpg,style_0051.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0077.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0051.png,960,960,binarize_style_image
style,style_0078.jpg,style_0052.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0078.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0052.png,960,960,binarize_style_image
style,style_0079.jpg,style_0053.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0079.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0053.png,960,960,binarize_style_image
style,style_0080.jpg,style_0054.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0080.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0054.png,960,960,binarize_style_image
style,style_0082.jpg,style_0055.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0082.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0055.png,960,960,binarize_style_image
style,style_0083.jpg,style_0056.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0083.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0056.png,960,960,binarize_style_image
style,style_0084.jpg,style_0057.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0084.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0057.png,960,960,binarize_style_image
style,style_0085.jpg,style_0058.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0085.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0058.png,960,960,binarize_style_image
style,style_0086.jpg,style_0059.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0086.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0059.png,960,960,binarize_style_image
style,style_0087.jpg,style_0060.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0087.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0060.png,960,960,binarize_style_image
style,style_0088.jpg,style_0061.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0088.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0061.png,960,960,binarize_style_image
style,style_0090.jpg,style_0062.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0090.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0062.png,960,960,binarize_style_image
style,style_0092.jpg,style_0063.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0092.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0063.png,960,960,binarize_style_image
style,style_0095.jpg,style_0064.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0095.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0064.png,960,960,binarize_style_image
style,style_0096.jpg,style_0065.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0096.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0065.png,960,960,binarize_style_image
style,style_0098.jpg,style_0066.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0098.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0066.png,960,960,binarize_style_image
style,style_0099.jpg,style_0067.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0099.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0067.png,960,960,binarize_style_image
style,style_0100.jpg,style_0068.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0100.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0068.png,960,960,binarize_style_image
style,style_0101.jpg,style_0069.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0101.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0069.png,960,960,binarize_style_image
style,style_0102.jpg,style_0070.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0102.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0070.png,960,960,binarize_style_image
style,style_0104.jpg,style_0071.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0104.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0071.png,960,960,binarize_style_image
style,style_0106.jpg,style_0072.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0106.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0072.png,960,960,binarize_style_image
style,style_0107.jpg,style_0073.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0107.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0073.png,960,960,binarize_style_image
style,style_0109.jpg,style_0074.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0109.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0074.png,960,960,binarize_style_image
style,style_0111.jpg,style_0075.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0111.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0075.png,960,960,binarize_style_image
style,style_0112.jpg,style_0076.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0112.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0076.png,960,960,binarize_style_image
style,style_0113.jpg,style_0077.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0113.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0077.png,960,960,binarize_style_image
style,style_0114.jpg,style_0078.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0114.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0078.png,960,960,binarize_style_image
style,style_0115.jpg,style_0079.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0115.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0079.png,960,960,binarize_style_image
style,style_0116.jpg,style_0080.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0116.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0080.png,960,960,binarize_style_image
style,style_0117.jpg,style_0081.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0117.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0081.png,960,960,binarize_style_image
style,style_0118.jpg,style_0082.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0118.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0082.png,960,960,binarize_style_image
style,style_0120.jpg,style_0083.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0120.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0083.png,960,960,binarize_style_image
style,style_0121.jpg,style_0084.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0121.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0084.png,960,960,binarize_style_image
style,style_0123.jpg,style_0085.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0123.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0085.png,960,960,binarize_style_image
style,style_0124.jpg,style_0086.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0124.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0086.png,960,960,binarize_style_image
style,style_0125.jpg,style_0087.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0125.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0087.png,960,960,binarize_style_image
style,style_0126.jpg,style_0088.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0126.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0088.png,960,960,binarize_style_image
style,style_0127.jpg,style_0089.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0127.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0089.png,960,960,binarize_style_image
style,style_0128.jpg,style_0090.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0128.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0090.png,960,960,binarize_style_image
style,style_0129.jpg,style_0091.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0129.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0091.png,960,960,binarize_style_image
style,style_0131.jpg,style_0092.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0131.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0092.png,960,960,binarize_style_image
style,style_0132.jpg,style_0093.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0132.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0093.png,960,960,binarize_style_image
style,style_0133.jpg,style_0094.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0133.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0094.png,960,960,binarize_style_image
style,style_0136.jpg,style_0095.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0136.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0095.png,960,960,binarize_style_image
style,style_0137.jpg,style_0096.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0137.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0096.png,960,960,binarize_style_image
style,style_0138.jpg,style_0097.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0138.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0097.png,960,960,binarize_style_image
style,style_0139.jpg,style_0098.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0139.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0098.png,960,960,binarize_style_image
style,style_0140.jpg,style_0099.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0140.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0099.png,960,960,binarize_style_image
style,style_0142.jpg,style_0100.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0142.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0100.png,960,960,binarize_style_image
style,style_0143.jpg,style_0101.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0143.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0101.png,960,960,binarize_style_image
style,style_0144.jpg,style_0102.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0144.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0102.png,960,960,binarize_style_image
style,style_0145.jpg,style_0103.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0145.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0103.png,960,960,binarize_style_image
style,style_0146.jpg,style_0104.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0146.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0104.png,960,960,binarize_style_image
style,style_0147.jpg,style_0105.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0147.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0105.png,960,960,binarize_style_image
style,style_0148.jpg,style_0106.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0148.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0106.png,960,960,binarize_style_image
style,style_0149.jpg,style_0107.png,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0149.jpg,E:\Workspace_Codex\project002-chinese-ppcut-ppeb\data\ChinesePaperCutting\style_0107.png,960,960,binarize_style_image
