pair_id,content_id,style_id,content_path,style_path
content_test_0001__style_0036,content_test_0001,style_0036,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0036.jpg
content_test_0001__style_0037,content_test_0001,style_0037,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0037.jpg
content_test_0001__style_0038,content_test_0001,style_0038,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0038.jpg
content_test_0001__style_0039,content_test_0001,style_0039,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0039.jpg
content_test_0001__style_0040,content_test_0001,style_0040,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0040.jpg
content_test_0001__style_0041,content_test_0001,style_0041,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0041.jpg
content_test_0001__style_0042,content_test_0001,style_0042,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0042.jpg
content_test_0001__style_0043,content_test_0001,style_0043,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0043.jpg
content_test_0001__style_0044,content_test_0001,style_0044,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0044.jpg
content_test_0001__style_0045,content_test_0001,style_0045,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0045.jpg
content_test_0001__style_0046,content_test_0001,style_0046,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0046.jpg
content_test_0001__style_0047,content_test_0001,style_0047,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0047.jpg
content_test_0001__style_0048,content_test_0001,style_0048,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0048.jpg
content_test_0001__style_0049,content_test_0001,style_0049,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0049.jpg
content_test_0001__style_0050,content_test_0001,style_0050,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0050.jpg
content_test_0001__style_0051,content_test_0001,style_0051,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0051.jpg
content_test_0001__style_0052,content_test_0001,style_0052,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0052.jpg
content_test_0001__style_0053,content_test_0001,style_0053,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0053.jpg
content_test_0001__style_0054,content_test_0001,style_0054,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0054.jpg
content_test_0001__style_0055,content_test_0001,style_0055,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0055.jpg
content_test_0001__style_0056,content_test_0001,style_0056,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0056.jpg
content_test_0001__style_0057,content_test_0001,style_0057,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0057.jpg
content_test_0001__style_0058,content_test_0001,style_0058,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0058.jpg
content_test_0001__style_0059,content_test_0001,style_0059,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0059.jpg
content_test_0001__style_0060,content_test_0001,style_0060,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0060.jpg
content_test_0001__style_0061,content_test_0001,style_0061,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0061.jpg
content_test_0001__style_0062,content_test_0001,style_0062,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0062.jpg
content_test_0001__style_0063,content_test_0001,style_0063,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0063.jpg
content_test_0001__style_0064,content_test_0001,style_0064,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0064.jpg
content_test_0001__style_0065,content_test_0001,style_0065,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0065.jpg
content_test_0001__style_0066,content_test_0001,style_0066,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0066.jpg
content_test_0001__style_0067,content_test_0001,style_0067,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0067.jpg
content_test_0001__style_0068,content_test_0001,style_0068,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0068.jpg
content_test_0001__style_0069,content_test_0001,style_0069,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0069.jpg
content_test_0001__style_0070,content_test_0001,style_0070,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0070.jpg
content_test_0001__style_0071,content_test_0001,style_0071,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0071.jpg
content_test_0001__style_0072,content_test_0001,style_0072,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0072.jpg
content_test_0001__style_0073,content_test_0001,style_0073,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0073.jpg
content_test_0001__style_0074,content_test_0001,style_0074,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0074.jpg
content_test_0001__style_0075,content_test_0001,style_0075,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0075.jpg
content_test_0001__style_0076,content_test_0001,style_0076,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0076.jpg
content_test_0001__style_0077,content_test_0001,style_0077,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0077.jpg
content_test_0001__style_0078,content_test_0001,style_0078,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0078.jpg
content_test_0001__style_0079,content_test_0001,style_0079,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0079.jpg
content_test_0001__style_0080,content_test_0001,style_0080,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0080.jpg
content_test_0001__style_0081,content_test_0001,style_0081,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0081.jpg
content_test_0001__style_0082,content_test_0001,style_0082,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0082.jpg
content_test_0001__style_0083,content_test_0001,style_0083,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0083.jpg
content_test_0001__style_0084,content_test_0001,style_0084,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0084.jpg
content_test_0001__style_0085,content_test_0001,style_0085,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0085.jpg
content_test_0001__style_0086,content_test_0001,style_0086,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0086.jpg
content_test_0001__style_0087,content_test_0001,style_0087,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0087.jpg
content_test_0001__style_0088,content_test_0001,style_0088,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0088.jpg
content_test_0001__style_0089,content_test_0001,style_0089,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0089.jpg
content_test_0001__style_0090,content_test_0001,style_0090,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0090.jpg
content_test_0001__style_0091,content_test_0001,style_0091,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0091.jpg
content_test_0001__style_0092,content_test_0001,style_0092,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0092.jpg
content_test_0001__style_0093,content_test_0001,style_0093,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0093.jpg
content_test_0001__style_0094,content_test_0001,style_0094,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0094.jpg
content_test_0001__style_0095,content_test_0001,style_0095,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0095.jpg
content_test_0001__style_0096,content_test_0001,style_0096,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0096.jpg
content_test_0001__style_0097,content_test_0001,style_0097,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0097.jpg
content_test_0001__style_0098,content_test_0001,style_0098,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0098.jpg
content_test_0001__style_0099,content_test_0001,style_0099,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0099.jpg
content_test_0001__style_0100,content_test_0001,style_0100,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0100.jpg
content_test_0001__style_0101,content_test_0001,style_0101,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0101.jpg
content_test_0001__style_0102,content_test_0001,style_0102,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0102.jpg
content_test_0001__style_0103,content_test_0001,style_0103,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0103.jpg
content_test_0001__style_0104,content_test_0001,style_0104,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0104.jpg
content_test_0001__style_0105,content_test_0001,style_0105,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0105.jpg
content_test_0001__style_0106,content_test_0001,style_0106,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0106.jpg
content_test_0001__style_0107,content_test_0001,style_0107,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0107.jpg
content_test_0001__style_0108,content_test_0001,style_0108,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0108.jpg
content_test_0001__style_0109,content_test_0001,style_0109,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0109.jpg
content_test_0001__style_0110,content_test_0001,style_0110,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0110.jpg
content_test_0001__style_0111,content_test_0001,style_0111,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0111.jpg
content_test_0001__style_0112,content_test_0001,style_0112,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0112.jpg
content_test_0001__style_0113,content_test_0001,style_0113,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0113.jpg
content_test_0001__style_0114,content_test_0001,style_0114,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0114.jpg
content_test_0001__style_0115,content_test_0001,style_0115,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0115.jpg
content_test_0001__style_0116,content_test_0001,style_0116,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0116.jpg
content_test_0001__style_0117,content_test_0001,style_0117,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0117.jpg
content_test_0001__style_0118,content_test_0001,style_0118,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0118.jpg
content_test_0001__style_0119,content_test_0001,style_0119,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0119.jpg
content_test_0001__style_0120,content_test_0001,style_0120,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0120.jpg
content_test_0001__style_0121,content_test_0001,style_0121,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0121.jpg
content_test_0001__style_0122,content_test_0001,style_0122,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0122.jpg
content_test_0001__style_0123,content_test_0001,style_0123,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0123.jpg
content_test_0001__style_0124,content_test_0001,style_0124,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0124.jpg
content_test_0001__style_0125,content_test_0001,style_0125,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0125.jpg
content_test_0001__style_0126,content_test_0001,style_0126,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0126.jpg
content_test_0001__style_0127,content_test_0001,style_0127,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0127.jpg
content_test_0001__style_0128,content_test_0001,style_0128,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0128.jpg
content_test_0001__style_0129,content_test_0001,style_0129,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0129.jpg
content_test_0001__style_0130,content_test_0001,style_0130,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0130.jpg
content_test_0001__style_0131,content_test_0001,style_0131,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0131.jpg
content_test_0001__style_0132,content_test_0001,style_0132,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0132.jpg
content_test_0001__style_0133,content_test_0001,style_0133,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0133.jpg
content_test_0001__style_0134,content_test_0001,style_0134,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0134.jpg
content_test_0001__style_0135,content_test_0001,style_0135,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0135.jpg
content_test_0001__style_0136,content_test_0001,style_0136,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0136.jpg
content_test_0001__style_0137,content_test_0001,style_0137,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0137.jpg
content_test_0001__style_0138,content_test_0001,style_0138,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0138.jpg
content_test_0001__style_0139,content_test_0001,style_0139,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0139.jpg
content_test_0001__style_0140,content_test_0001,style_0140,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0140.jpg
content_test_0001__style_0141,content_test_0001,style_0141,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0141.jpg
content_test_0001__style_0142,content_test_0001,style_0142,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0142.jpg
content_test_0001__style_0143,content_test_0001,style_0143,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0143.jpg
content_test_0001__style_0144,content_test_0001,style_0144,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0144.jpg
content_test_0001__style_0145,content_test_0001,style_0145,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0145.jpg
content_test_0001__style_0146,content_test_0001,style_0146,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0146.jpg
content_test_0001__style_0147,content_test_0001,style_0147,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0147.jpg
content_test_0001__style_0148,content_test_0001,style_0148,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0148.jpg
content_test_0001__style_0149,content_test_0001,style_0149,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0149.jpg
content_test_0001__style_0150,content_test_0001,style_0150,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0150.jpg
content_test_0001__style_0151,content_test_0001,style_0151,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0151.jpg
content_test_0001__style_0152,content_test_0001,style_0152,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0152.jpg
content_test_0001__style_0153,content_test_0001,style_0153,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0153.jpg
content_test_0001__style_0154,content_test_0001,style_0154,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0154.jpg
content_test_0001__style_0155,content_test_0001,style_0155,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0155.jpg
content_test_0001__style_0156,content_test_0001,style_0156,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0156.jpg
content_test_0001__style_0157,content_test_0001,style_0157,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0157.jpg
content_test_0001__style_0158,content_test_0001,style_0158,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0158.jpg
content_test_0001__style_0159,content_test_0001,style_0159,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0159.jpg
content_test_0001__style_0160,content_test_0001,style_0160,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0160.jpg
content_test_0001__style_0161,content_test_0001,style_0161,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0161.jpg
content_test_0001__style_0162,content_test_0001,style_0162,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0162.jpg
content_test_0001__style_0163,content_test_0001,style_0163,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0163.jpg
content_test_0001__style_0164,content_test_0001,style_0164,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0164.jpg
content_test_0001__style_0165,content_test_0001,style_0165,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0165.jpg
content_test_0001__style_0166,content_test_0001,style_0166,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0166.jpg
content_test_0001__style_0167,content_test_0001,style_0167,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0167.jpg
content_test_0001__style_0168,content_test_0001,style_0168,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0168.jpg
content_test_0001__style_0169,content_test_0001,style_0169,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0169.jpg
content_test_0001__style_0170,content_test_0001,style_0170,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0170.jpg
content_test_0001__style_0171,content_test_0001,style_0171,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0171.jpg
content_test_0001__style_0172,content_test_0001,style_0172,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0172.jpg
content_test_0001__style_0173,content_test_0001,style_0173,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0173.jpg
content_test_0001__style_0174,content_test_0001,style_0174,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0174.jpg
content_test_0001__style_0175,content_test_0001,style_0175,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0175.jpg
content_test_0001__style_0176,content_test_0001,style_0176,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0176.jpg
content_test_0001__style_0177,content_test_0001,style_0177,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0177.jpg
content_test_0001__style_0178,content_test_0001,style_0178,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0178.jpg
content_test_0001__style_0179,content_test_0001,style_0179,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0179.jpg
content_test_0001__style_0180,content_test_0001,style_0180,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0180.jpg
content_test_0001__style_0181,content_test_0001,style_0181,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0181.jpg
content_test_0001__style_0182,content_test_0001,style_0182,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0182.jpg
content_test_0001__style_0183,content_test_0001,style_0183,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0183.jpg
content_test_0001__style_0184,content_test_0001,style_0184,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0184.jpg
content_test_0001__style_0185,content_test_0001,style_0185,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0185.jpg
content_test_0001__style_0186,content_test_0001,style_0186,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0186.jpg
content_test_0001__style_0187,content_test_0001,style_0187,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0187.jpg
content_test_0001__style_0188,content_test_0001,style_0188,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0188.jpg
content_test_0001__style_0189,content_test_0001,style_0189,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0189.jpg
content_test_0001__style_0190,content_test_0001,style_0190,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0190.jpg
content_test_0001__style_0191,content_test_0001,style_0191,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0191.jpg
content_test_0001__style_0192,content_test_0001,style_0192,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0192.jpg
content_test_0001__style_0193,content_test_0001,style_0193,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0193.jpg
content_test_0001__style_0194,content_test_0001,style_0194,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0194.jpg
content_test_0001__style_0195,content_test_0001,style_0195,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0195.jpg
content_test_0001__style_0196,content_test_0001,style_0196,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0196.jpg
content_test_0001__style_0197,content_test_0001,style_0197,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0197.jpg
content_test_0001__style_0198,content_test_0001,style_0198,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0198.jpg
content_test_0001__style_0199,content_test_0001,style_0199,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0199.jpg
content_test_0001__style_0200,content_test_0001,style_0200,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0200.jpg
content_test_0001__style_0201,content_test_0001,style_0201,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0201.jpg
content_test_0001__style_0202,content_test_0001,style_0202,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0202.jpg
content_test_0001__style_0203,content_test_0001,style_0203,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0203.jpg
content_test_0001__style_0204,content_test_0001,style_0204,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0204.jpg
content_test_0001__style_0205,content_test_0001,style_0205,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0205.jpg
content_test_0001__style_0206,content_test_0001,style_0206,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0206.jpg
content_test_0001__style_0207,content_test_0001,style_0207,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0207.jpg
content_test_0001__style_0208,content_test_0001,style_0208,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0208.jpg
content_test_0001__style_0209,content_test_0001,style_0209,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0209.jpg
content_test_0001__style_0210,content_test_0001,style_0210,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0210.jpg
content_test_0001__style_0211,content_test_0001,style_0211,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0211.jpg
content_test_0001__style_0212,content_test_0001,style_0212,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0212.jpg
content_test_0001__style_0213,content_test_0001,style_0213,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0213.jpg
content_test_0001__style_0214,content_test_0001,style_0214,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0214.jpg
content_test_0001__style_0215,content_test_0001,style_0215,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0215.jpg
content_test_0001__style_0216,content_test_0001,style_0216,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0216.jpg
content_test_0001__style_0217,content_test_0001,style_0217,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0217.jpg
content_test_0001__style_0218,content_test_0001,style_0218,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0218.jpg
content_test_0001__style_0219,content_test_0001,style_0219,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0219.jpg
content_test_0001__style_0220,content_test_0001,style_0220,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0220.jpg
content_test_0001__style_0221,content_test_0001,style_0221,data/content/test/content_test_0001.jpg,data/ChinesePaperCutting/style_0221.jpg
